RatingReferenceNumber,PremiseID,PremiseName,StarRatingWithGreenPower,StarRatingWithoutGreenPower,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,GNAFLGA,StarRating,CertificateValidTo,RatingType,RatingScope
N48377,6355,,2.5 Stars,2.5 Stars,Office,197,Prospect Highway,SEVEN HILLS,NSW,2147,-33.77235882,150.9369211,BLACKTOWN CITY COUNCIL,2.5 Stars,2018-05-29 0:00:00,Energy,Whole Building
N48388,5453,,5.5 Stars,5.5 Stars,Office,18,Canberra Avenue,FORREST,ACT,2603,-35.31531029,149.1300726,,5.5 Stars,2018-06-07 0:00:00,Energy,Tenancy
N48391,95,,2.5 Stars,2.5 Stars,Office,168,Walker Street,NORTH SYDNEY,NSW,2060,-33.83469092,151.2091365,NORTH SYDNEY COUNCIL,2.5 Stars,2018-06-06 0:00:00,Water,Base Building
N48391,95,,4 Stars,4 Stars,Office,168,Walker Street,NORTH SYDNEY,NSW,2060,-33.83469092,151.2091365,NORTH SYDNEY COUNCIL,4 Stars,2018-06-06 0:00:00,Energy,Base Building
N48393,5700,,5.5 Stars,5.5 Stars,Office,8-12,Seymour Street,TRARALGON,VIC,3844,-38.19616583,146.5397949,LATROBE CITY,5.5 Stars,2018-05-24 0:00:00,Energy,Base Building
N48401,1651,,4.5 Stars,4.5 Stars,Office,1010,La Trobe Street,DOCKLANDS,VIC,3008,-37.81466379,144.9451168,MELBOURNE CITY,4.5 Stars,2018-04-21 0:00:00,Energy,Base Building
N48411,5543,,5 Stars,5 Stars,Office,88-90,Crown Street,WOLLONGONG,NSW,2500,-34.42515924,150.8979596,WOLLONGONG CITY COUNCIL,5 Stars,2018-05-05 0:00:00,Energy,Tenancy
N48420,5852,,0 Star,0 Star,Office,419-425,Collins Street,MELBOURNE,VIC,3000,-37.81742737,144.9606252,MELBOURNE CITY,0 Star,2018-06-29 0:00:00,Water,Base Building
N48420,5852,,1 Star,1 Star,Office,419-425,Collins Street,MELBOURNE,VIC,3000,-37.81742737,144.9606252,MELBOURNE CITY,1 Star,2018-06-29 0:00:00,Energy,Base Building
N48422,1873,,4.5 Stars,4.5 Stars,Office,44,Sydney Avenue,FORREST,ACT,2603,-35.3114746,149.1292857,,4.5 Stars,2018-04-28 0:00:00,Energy,Base Building
N48433,2143,,1.5 Stars,1.5 Stars,Office,657,Pacific Highway,ST LEONARDS,NSW,2065,-33.82303524,151.1950237,NORTH SYDNEY COUNCIL,1.5 Stars,2018-05-14 0:00:00,Water,Base Building
N48433,2143,,2.5 Stars,2.5 Stars,Office,657,Pacific Highway,ST LEONARDS,NSW,2065,-33.82303524,151.1950237,NORTH SYDNEY COUNCIL,2.5 Stars,2018-05-14 0:00:00,Energy,Base Building
N48434,1034,,3 Stars,3 Stars,Office,1,Nicholson Street,EAST MELBOURNE,VIC,3002,-37.80897643,144.9732728,MELBOURNE CITY,3 Stars,2018-05-09 0:00:00,Water,Base Building
N48434,1034,,4 Stars,4 Stars,Office,1,Nicholson Street,EAST MELBOURNE,VIC,3002,-37.80897643,144.9732728,MELBOURNE CITY,4 Stars,2018-05-09 0:00:00,Energy,Base Building
N48435,6137,,5.5 Stars,5.5 Stars,Office,15,Lancaster Place,CANBERRA AIRPORT,ACT,2609,-35.29872428,149.1875437,,5.5 Stars,2018-05-16 0:00:00,Energy,Tenancy
N48436,6384,,3.5 Stars,3.5 Stars,Office,187,Todd Road,PORT MELBOURNE,VIC,3207,-37.82589946,144.9112785,MELBOURNE CITY,3.5 Stars,2018-05-22 0:00:00,Energy,Base Building
N48452,5112,,3.5 Stars,3.5 Stars,Office,17-21,Hardner Road,MOUNT WAVERLEY,VIC,3149,-37.89468,145.127914,MONASH CITY,3.5 Stars,2018-05-04 0:00:00,Energy,Whole Building
N48454,2606,,3.5 Stars,3.5 Stars,Office,77,King Street,SYDNEY,NSW,2000,-33.86892685,151.2066158,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-06-09 0:00:00,Water,Base Building
N48454,2606,,4 Stars,4 Stars,Office,77,King Street,SYDNEY,NSW,2000,-33.86892685,151.2066158,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-06-09 0:00:00,Energy,Base Building
N48455,2080,,2 Stars,2 Stars,Office,407,Pacific Highway,ARTARMON,NSW,2064,-33.81300726,151.1764174,WILLOUGHBY CITY COUNCIL,2 Stars,2018-05-24 0:00:00,Energy,Base Building
N48455,2080,,3 Stars,3 Stars,Office,407,Pacific Highway,ARTARMON,NSW,2064,-33.81300726,151.1764174,WILLOUGHBY CITY COUNCIL,3 Stars,2018-05-24 0:00:00,Water,Base Building
N48460,6392,,0 Star,0 Star,Office,136,Goondoon Street,GLADSTONE CENTRAL,QLD,4680,-23.84440336,151.2572133,GLADSTONE REGIONAL,0 Star,2018-05-11 0:00:00,Energy,Base Building
N48463,5017,,4 Stars,4 Stars,Office,123,Albert Street,Brisbane,QLD,4000,NULL,NULL,NULL,4 Stars,2018-05-29 0:00:00,Water,Base Building
N48463,5017,,5.5 Stars,5.5 Stars,Office,123,Albert Street,Brisbane,QLD,4000,NULL,NULL,NULL,5.5 Stars,2018-05-29 0:00:00,Energy,Base Building
N48466,5782,,3 Stars,3 Stars,Office,700,Bourke Street,DOCKLANDS,VIC,3008,-37.81720499,144.9496198,MELBOURNE CITY,3 Stars,2018-06-21 0:00:00,Water,Base Building
N48466,5782,,5 Stars,5 Stars,Office,700,Bourke Street,DOCKLANDS,VIC,3008,-37.81720499,144.9496198,MELBOURNE CITY,5 Stars,2018-06-21 0:00:00,Energy,Base Building
N48475,3509,,3.5 Stars,3.5 Stars,Office,"Building 2, 572",Swan Street,BURNLEY,VIC,3121,NULL,NULL,NULL,3.5 Stars,2018-05-17 0:00:00,Water,Whole Building
N48475,3509,,4 Stars,4 Stars,Office,"Building 2, 572",Swan Street,BURNLEY,VIC,3121,NULL,NULL,NULL,4 Stars,2018-05-17 0:00:00,Energy,Whole Building
N48489,6395,,1 Star,1 Star,Office,110,Goulburn Street,SYDNEY,NSW,2000,-33.8782271,151.2104021,COUNCIL OF THE CITY OF SYDNEY,1 Star,2018-05-23 0:00:00,Water,Whole Building
N48489,6395,,2 Stars,2 Stars,Office,110,Goulburn Street,SYDNEY,NSW,2000,-33.8782271,151.2104021,COUNCIL OF THE CITY OF SYDNEY,2 Stars,2018-05-23 0:00:00,Energy,Whole Building
N48493,5851,,4 Stars,4 Stars,Office,80,Ann Street,BRISBANE CITY,QLD,4000,-27.46878023,153.0224192,BRISBANE CITY,4 Stars,2018-05-11 0:00:00,Energy,Base Building
N48503,6396,,3.5 Stars,3.5 Stars,Office,22,Prospect Street,BOX HILL,VIC,3128,-37.81797156,145.1177673,WHITEHORSE CITY,3.5 Stars,2018-05-04 0:00:00,Energy,Whole Building
N48510,6069,,4 Stars,4 Stars,Office,147-153,Castlereagh Street,SYDNEY,NSW,2000,-33.87195319,151.2089672,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-06-08 0:00:00,Water,Base Building
N48510,6069,,4.5 Stars,4.5 Stars,Office,147-153,Castlereagh Street,SYDNEY,NSW,2000,-33.87195319,151.2089672,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-06-08 0:00:00,Energy,Base Building
N48512,3372,,3.5 Stars,3.5 Stars,Office,440,Elizabeth Street,MELBOURNE,VIC,3000,NULL,NULL,NULL,3.5 Stars,2018-05-22 0:00:00,Energy,Base Building
N48517,6398,,0 Star,0 Star,Office,45,Cathedral Avenue,GERALDTON,WA,6530,-28.77509,114.6104,CITY OF GREATER GERALDTON,0 Star,2018-07-18 0:00:00,Energy,Base Building
N48518,2662,,4.5 Stars,4.5 Stars,Office,1,Adelaide Terrace,EAST PERTH,WA,6004,-31.96257914,115.8760915,CITY OF PERTH,4.5 Stars,2018-06-20 0:00:00,Energy,Base Building
N48539,5757,,2.5 Stars,2.5 Stars,Office,520,Collins Street,MELBOURNE,VIC,3000,-37.81792912,144.9573396,MELBOURNE CITY,2.5 Stars,2018-06-14 0:00:00,Energy,Base Building
N48541,5972,,4 Stars,4 Stars,Office,726,Hay Street,PERTH,WA,6000,-31.95463996,115.8602689,CITY OF PERTH,4 Stars,2018-06-07 0:00:00,Energy,Whole Building
N48551,6401,,5.5 Stars,5.5 Stars,Office,6,Nexus Court,MULGRAVE,VIC,3170,-37.90938207,145.1593768,MONASH CITY,5.5 Stars,2018-06-06 0:00:00,Energy,Base Building
N48554,6402,,5 Stars,5 Stars,Office,41,OConnell Terrace,BOWEN HILLS,QLD,4006,-27.44800813,153.0317968,BRISBANE CITY,5 Stars,2018-05-31 0:00:00,Energy,Base Building
N48554,6402,,6 Stars,6 Stars,Office,41,OConnell Terrace,BOWEN HILLS,QLD,4006,-27.44800813,153.0317968,BRISBANE CITY,6 Stars,2018-05-31 0:00:00,Water,Base Building
N48557,4841,,2.5 Stars,2.5 Stars,Office,33,Argyle Street,PARRAMATTA,NSW,2150,NULL,NULL,NULL,2.5 Stars,2018-06-26 0:00:00,Water,Base Building
N48557,4841,,3.5 Stars,3.5 Stars,Office,33,Argyle Street,PARRAMATTA,NSW,2150,NULL,NULL,NULL,3.5 Stars,2018-06-26 0:00:00,Energy,Base Building
N48568,1832,,3.5 Stars,3.5 Stars,Office,60,Miller Street,NORTH SYDNEY,NSW,2060,-33.83912324,151.2063475,NORTH SYDNEY COUNCIL,3.5 Stars,2018-07-10 0:00:00,Water,Base Building
N48568,1832,,5.5 Stars,5 Stars,Office,60,Miller Street,NORTH SYDNEY,NSW,2060,-33.83912324,151.2063475,NORTH SYDNEY COUNCIL,5.5 Stars,2018-07-10 0:00:00,Energy,Base Building
N48577,6410,,0 Star,0 Star,Office,18,Brandl Street,EIGHT MILE PLAINS,QLD,4113,-27.58058915,153.0979734,BRISBANE CITY,0 Star,2018-07-26 0:00:00,Energy,Base Building
N48582,3060,,3.5 Stars,3.5 Stars,Office,99,Walker Street,NORTH SYDNEY,NSW,2060,-33.83948524,151.2090767,NORTH SYDNEY COUNCIL,3.5 Stars,2018-06-23 0:00:00,Water,Base Building
N48582,3060,,4.5 Stars,4.5 Stars,Office,99,Walker Street,NORTH SYDNEY,NSW,2060,-33.83948524,151.2090767,NORTH SYDNEY COUNCIL,4.5 Stars,2018-06-23 0:00:00,Energy,Base Building
N48595,650,,4.5 Stars,4.5 Stars,Office,188,Collins Street,HOBART,TAS,7000,-42.88552492,147.3253631,HOBART CITY COUNCIL,4.5 Stars,2018-09-22 0:00:00,Energy,Tenancy
N48615,1847,,3.5 Stars,3.5 Stars,Office,140,Creek Street,BRISBANE CITY,QLD,4000,-27.46662365,153.0278121,BRISBANE CITY,3.5 Stars,2018-06-23 0:00:00,Water,Base Building
N48615,1847,,5 Stars,5 Stars,Office,140,Creek Street,BRISBANE CITY,QLD,4000,-27.46662365,153.0278121,BRISBANE CITY,5 Stars,2018-06-23 0:00:00,Energy,Base Building
N48626,1957,,1.5 Stars,1.5 Stars,Office,233,Castlereagh Street,SYDNEY,NSW,2000,NULL,NULL,COUNCIL OF THE CITY OF SYDNEY,1.5 Stars,2018-09-05 0:00:00,Energy,Base Building
N48640,5782,,5 Stars,5 Stars,Office,700,Bourke Street,DOCKLANDS,VIC,3008,-37.81720499,144.9496198,MELBOURNE CITY,5 Stars,2018-06-27 0:00:00,Energy,Tenancy
N48641,5460,,4.5 Stars,4.5 Stars,Office,298,Maude Street,SHEPPARTON,VIC,3630,-36.38498179,145.399743,GREATER SHEPPARTON CITY,4.5 Stars,2018-06-07 0:00:00,Energy,Whole Building
N48642,975,,3 Stars,3 Stars,Office,338,Pitt Street,SYDNEY,NSW,2000,-33.87632954,151.2082477,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2018-09-05 0:00:00,Energy,Base Building
N48644,1277,,5 Stars,5 Stars,Office,570,Bourke Street,MELBOURNE,VIC,3000,-37.81583131,144.9569317,MELBOURNE CITY,5 Stars,2018-08-31 0:00:00,Energy,Tenancy
N48664,5006,,4.5 Stars,4 Stars,Office,26,Brisbane Avenue,BARTON,ACT,2600,NULL,NULL,NULL,4.5 Stars,2018-06-19 0:00:00,Energy,Base Building
N48668,6417,,5 Stars,5 Stars,Office,8,Clunies Ross Court,EIGHT MILE PLAINS,QLD,4113,-27.5773044,153.095629,BRISBANE CITY,5 Stars,2018-06-23 0:00:00,Energy,Base Building
N48669,6418,,2.5 Stars,2.5 Stars,Office,312,St Kilda Road,SOUTHBANK,VIC,3006,-37.82910325,144.9708588,MELBOURNE CITY,2.5 Stars,2018-08-03 0:00:00,Water,Base Building
N48669,6418,,3.5 Stars,3.5 Stars,Office,312,St Kilda Road,SOUTHBANK,VIC,3006,-37.82910325,144.9708588,MELBOURNE CITY,3.5 Stars,2018-08-03 0:00:00,Energy,Base Building
N48680,5212,,3.5 Stars,3.5 Stars,Office,71,Moreland Street,FOOTSCRAY,VIC,3011,-37.80529346,144.9060301,MARIBYRNONG CITY,3.5 Stars,2018-05-24 0:00:00,Water,Whole Building
N48680,5212,,4.5 Stars,4.5 Stars,Office,71,Moreland Street,FOOTSCRAY,VIC,3011,-37.80529346,144.9060301,MARIBYRNONG CITY,4.5 Stars,2018-05-24 0:00:00,Energy,Whole Building
N48694,1090,,2 Stars,2 Stars,Office,55,Clarence Street,SYDNEY,NSW,2000,-33.86497767,151.2044896,COUNCIL OF THE CITY OF SYDNEY,2 Stars,2018-06-01 0:00:00,Water,Base Building
N48694,1090,,5 Stars,5 Stars,Office,55,Clarence Street,SYDNEY,NSW,2000,-33.86497767,151.2044896,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-06-01 0:00:00,Energy,Base Building
N48698,6151,,2.5 Stars,2.5 Stars,Office,490,Hoxton Park Road,HOXTON PARK,NSW,2171,-33.92767991,150.8692645,LIVERPOOL CITY COUNCIL,2.5 Stars,2018-06-19 0:00:00,Energy,Whole Building
N48701,1902,,4.5 Stars,4.5 Stars,Office,818,Bourke Street,DOCKLANDS,VIC,3008,-37.81954126,144.9440582,MELBOURNE CITY,4.5 Stars,2018-06-16 0:00:00,Energy,Base Building
N48701,1902,,4.5 Stars,4.5 Stars,Office,818,Bourke Street,DOCKLANDS,VIC,3008,-37.81954126,144.9440582,MELBOURNE CITY,4.5 Stars,2018-06-16 0:00:00,Water,Base Building
N48703,7419,,3.5 Stars,3.5 Stars,Office,110,Church Street,HAWTHORN,VIC,3122,-37.81711568,145.0192653,BOROONDARA CITY,3.5 Stars,2018-05-24 0:00:00,Energy,Whole Building
N48732,5446,,4 Stars,4 Stars,Office,99,Queens Bridge Street,SOUTHBANK,VIC,3006,-37.8245562,144.9606561,MELBOURNE CITY,4 Stars,2018-06-09 0:00:00,Energy,Base Building
N48750,2549,,1 Star,1 Star,Office,565,Bourke Street,MELBOURNE,VIC,3000,-37.81626348,144.9569084,MELBOURNE CITY,1 Star,2018-08-08 0:00:00,Water,Base Building
N48750,2549,,4 Stars,4 Stars,Office,565,Bourke Street,MELBOURNE,VIC,3000,-37.81626348,144.9569084,MELBOURNE CITY,4 Stars,2018-08-08 0:00:00,Energy,Base Building
N48761,1847,,4 Stars,4 Stars,Office,140,Creek Street,BRISBANE CITY,QLD,4000,-27.46662365,153.0278121,BRISBANE CITY,4 Stars,2018-07-22 0:00:00,Energy,Tenancy
N48762,7425,,4 Stars,4 Stars,Office,1,Ord Street,WEST PERTH,WA,6005,-31.95166205,115.8430115,CITY OF PERTH,4 Stars,2018-08-07 0:00:00,Energy,Base Building
N48762,7425,,4.5 Stars,4.5 Stars,Office,1,Ord Street,WEST PERTH,WA,6005,-31.95166205,115.8430115,CITY OF PERTH,4.5 Stars,2018-08-07 0:00:00,Water,Base Building
N48768,7427,,2 Stars,2 Stars,Office,3,Short Street,SOUTHPORT,QLD,4215,-27.96986482,153.4166445,GOLD COAST CITY,2 Stars,2018-06-20 0:00:00,Energy,Base Building
N48771,6131,,5 Stars,5 Stars,Office,2,Burke Street,WOOLLOONGABBA,QLD,4102,-27.49503178,153.0336429,BRISBANE CITY,5 Stars,2018-06-05 0:00:00,Energy,Whole Building
N48776,7429,,2 Stars,2 Stars,Office,24,Gardiner Road,NOTTING HILL,VIC,3168,-37.902483,145.128979,MONASH CITY,2 Stars,2018-06-06 0:00:00,Energy,Whole Building
N48777,7430,,4.5 Stars,4.5 Stars,Office,17,Short Street,SOUTHPORT,QLD,4215,-27.96988365,153.4157097,GOLD COAST CITY,4.5 Stars,2018-06-16 0:00:00,Energy,Base Building
N48783,2006,,3.5 Stars,3.5 Stars,Office,615,St Kilda Road,MELBOURNE,VIC,3004,-37.852181,144.981795,PORT PHILLIP CITY,3.5 Stars,2018-06-14 0:00:00,Energy,Whole Building
N48786,7444,,5 Stars,5 Stars,Office,413-421,George Street,SYDNEY,NSW,2000,-33.87039471,151.2065713,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-09-07 0:00:00,Energy,Base Building
N48788,5073,,2 Stars,2 Stars,Office,2,Bell Street,IPSWICH,QLD,4305,NULL,NULL,NULL,2 Stars,2018-06-15 0:00:00,Energy,Base Building
N48790,1280,,5 Stars,5 Stars,Office,52,Martin Place,SYDNEY,NSW,2000,-33.86724184,151.2110009,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-07-04 0:00:00,Energy,Tenancy
N48793,1782,,4.5 Stars,4.5 Stars,Office,65,Canberra Avenue,GRIFFITH,ACT,2603,-35.31939064,149.1363787,,4.5 Stars,2018-06-27 0:00:00,Water,Base Building
N48793,1782,,5 Stars,5 Stars,Office,65,Canberra Avenue,GRIFFITH,ACT,2603,-35.31939064,149.1363787,,5 Stars,2018-06-27 0:00:00,Energy,Base Building
N48807,6161,,4.5 Stars,4.5 Stars,Office,277,William Street,MELBOURNE,VIC,3000,-37.81248951,144.9564724,MELBOURNE CITY,4.5 Stars,2018-06-20 0:00:00,Energy,Base Building
N48830,2811,,3 Stars,3 Stars,Office,201,Elizabeth Street,SYDNEY,NSW,2000,-33.87380466,151.209447,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2018-07-19 0:00:00,Water,Base Building
N48830,2811,,4.5 Stars,4 Stars,Office,201,Elizabeth Street,SYDNEY,NSW,2000,-33.87380466,151.209447,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-07-19 0:00:00,Energy,Base Building
N48837,5396,,4.5 Stars,4.5 Stars,Office,51,Wembley Road,LOGAN CENTRAL,QLD,4114,-27.64100725,153.1128251,LOGAN CITY,4.5 Stars,2018-08-08 0:00:00,Energy,Base Building
N48841,7440,,3.5 Stars,3.5 Stars,Office,260-262,Lonsdale Street,DANDENONG,VIC,3175,-37.98591196,145.2145823,GREATER DANDENONG CITY,3.5 Stars,2018-06-20 0:00:00,Energy,Whole Building
N48855,7443,,4 Stars,4 Stars,Office,83,Alexander Street,Crows Nest,NSW,2065,NULL,NULL,NULL,4 Stars,2018-06-16 0:00:00,Energy,Whole Building
N48856,3781,,4.5 Stars,4.5 Stars,Office,"Building B, 1",Homebush Bay Drive,Rhodes,NSW,2138,NULL,NULL,NULL,4.5 Stars,2018-07-28 0:00:00,Energy,Tenancy
N48866,7434,,2 Stars,2 Stars,Office,9,Deane Street,BURWOOD,NSW,2134,-33.87664154,151.1051971,BURWOOD COUNCIL,2 Stars,2018-06-19 0:00:00,Energy,Base Building
N48875,3210,,4 Stars,4 Stars,Office,500,Bourke Street,MELBOURNE,VIC,3000,-37.81526378,144.9589294,MELBOURNE CITY,4 Stars,2018-07-20 0:00:00,Energy,Tenancy
N48900,2431,,4 Stars,4 Stars,Office,56,Pitt Street,SYDNEY,NSW,2000,NULL,NULL,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-07-09 0:00:00,Water,Base Building
N48900,2431,,5 Stars,5 Stars,Office,56,Pitt Street,SYDNEY,NSW,2000,NULL,NULL,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-07-09 0:00:00,Energy,Base Building
N48930,5859,,3 Stars,3 Stars,Office,6-10,OConnell Street,SYDNEY,NSW,2000,-33.86519154,151.2102153,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2018-07-13 0:00:00,Water,Base Building
N48930,5859,,4.5 Stars,4.5 Stars,Office,6-10,OConnell Street,SYDNEY,NSW,2000,-33.86519154,151.2102153,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-07-13 0:00:00,Energy,Base Building
N48935,7454,,4 Stars,4 Stars,Office,15-17,Bridge Street,PYMBLE,NSW,2073,-33.74998122,151.1445688,KU-RING-GAI COUNCIL,4 Stars,2018-06-27 0:00:00,Energy,Whole Building
N48951,3042,,3 Stars,3 Stars,Office,90,Arthur Street,NORTH SYDNEY,NSW,2060,-33.8402106,151.2094696,NORTH SYDNEY COUNCIL,3 Stars,2018-08-28 0:00:00,Energy,Base Building
N48951,3042,,3 Stars,3 Stars,Office,90,Arthur Street,NORTH SYDNEY,NSW,2060,-33.8402106,151.2094696,NORTH SYDNEY COUNCIL,3 Stars,2018-08-28 0:00:00,Water,Base Building
N48972,7456,,4 Stars,4 Stars,Office,1,Bowen Crescent,MELBOURNE,VIC,3004,-37.83481238,144.9737475,PORT PHILLIP CITY,4 Stars,2018-07-17 0:00:00,Energy,Whole Building
N48988,7462,,4 Stars,4 Stars,Office,360,St Pauls Terrace,FORTITUDE VALLEY,QLD,4006,-27.45501083,153.03221,BRISBANE CITY,4 Stars,2018-06-29 0:00:00,Energy,Whole Building
N49001,5216,,5.5 Stars,5.5 Stars,Office,332,Kent Street,SYDNEY,NSW,2000,-33.86945022,151.204877,COUNCIL OF THE CITY OF SYDNEY,5.5 Stars,2018-08-02 0:00:00,Energy,Base Building
N49005,7464,,1 Star,1 Star,Office,673,Bourke Street,MELBOURNE,VIC,3000,-37.81708809,144.9540571,MELBOURNE CITY,1 Star,2018-07-06 0:00:00,Water,Whole Building
N49005,7464,,5 Stars,5 Stars,Office,673,Bourke Street,MELBOURNE,VIC,3000,-37.81708809,144.9540571,MELBOURNE CITY,5 Stars,2018-07-06 0:00:00,Energy,Whole Building
N49011,5075,,3.5 Stars,3.5 Stars,Office,47,Liverpool Street,HOBART,TAS,7000,NULL,NULL,NULL,3.5 Stars,2018-08-08 0:00:00,Energy,Whole Building
N49012,1837,,0 Star,0 Star,Office,79,Adelaide Street,BRISBANE CITY,QLD,4000,NULL,NULL,NULL,0 Star,2018-09-21 0:00:00,Energy,Base Building
N49018,7469,,3 Stars,3 Stars,Office,1183,Toorak Road,CAMBERWELL,VIC,3124,-37.84834461,145.0791965,BOROONDARA CITY,3 Stars,2018-07-18 0:00:00,Energy,Base Building
N49033,1063,,4 Stars,4 Stars,Office,530,Collins Street,MELBOURNE,VIC,3000,-37.81734624,144.9566471,MELBOURNE CITY,4 Stars,2018-10-10 0:00:00,Energy,Tenancy
N49034,3059,,3.5 Stars,3 Stars,Office,8,Nicholson Street,EAST MELBOURNE,VIC,3002,-37.808437,144.973389,MELBOURNE CITY,3.5 Stars,2018-09-29 0:00:00,Energy,Base Building
N49034,3059,,3.5 Stars,3.5 Stars,Office,8,Nicholson Street,EAST MELBOURNE,VIC,3002,-37.808437,144.973389,MELBOURNE CITY,3.5 Stars,2018-09-29 0:00:00,Water,Base Building
N49035,1651,,1.5 Stars,1.5 Stars,Office,1010,La Trobe Street,DOCKLANDS,VIC,3008,-37.81466379,144.9451168,MELBOURNE CITY,1.5 Stars,2018-08-30 0:00:00,Energy,Tenancy
N49056,7481,,4.5 Stars,4.5 Stars,Office,5,Percy Court,ADELAIDE,SA,5000,-34.93469485,138.5962826,ADELAIDE CITY COUNCIL,4.5 Stars,2018-04-30 0:00:00,Energy,Whole Building
N49058,4423,,3.5 Stars,3.5 Stars,Office,274,Reed Street South,GREENWAY,ACT,2900,-35.41923813,149.0696698,,3.5 Stars,2018-07-31 0:00:00,Energy,Base Building
N49059,2371,,2.5 Stars,2.5 Stars,Office,251,St Georges Terrace,PERTH,WA,6000,-31.95288,115.84972,CITY OF PERTH,2.5 Stars,2018-07-29 0:00:00,Water,Base Building
N49059,2371,,4 Stars,4 Stars,Office,251,St Georges Terrace,PERTH,WA,6000,-31.95288,115.84972,CITY OF PERTH,4 Stars,2018-07-29 0:00:00,Energy,Base Building
N49064,7477,,1 Star,1 Star,Office,1,Altona Street,WEST PERTH,WA,6005,-31.95152,115.83926,CITY OF PERTH,1 Star,2018-07-31 0:00:00,Energy,Base Building
N49069,7479,,3.5 Stars,3.5 Stars,Office,39,Delhi Road,NORTH RYDE,NSW,2113,-33.79981972,151.1432397,RYDE CITY COUNCIL,3.5 Stars,2018-08-08 0:00:00,Water,Base Building
N49070,7480,,0 Star,0 Star,Office,2-4,William Street,CREMORNE,VIC,3121,-37.82830283,144.9964557,YARRA CITY,0 Star,2018-07-17 0:00:00,Energy,Whole Building
N49080,7483,,4 Stars,4 Stars,Office,54,Salvado Road,WEMBLEY,WA,6014,-31.9416995,115.8202117,TOWN OF CAMBRIDGE,4 Stars,2018-09-29 0:00:00,Energy,Base Building
N49081,7484,,0 Star,0 Star,Office,33,Richardson Street,WEST PERTH,WA,6005,-31.94874,115.83756,CITY OF PERTH,0 Star,2018-10-05 0:00:00,Energy,Base Building
N49081,7484,,0 Star,0 Star,Office,33,Richardson Street,WEST PERTH,WA,6005,-31.94874,115.83756,CITY OF PERTH,0 Star,2018-10-05 0:00:00,Water,Base Building
N49091,5610,,5 Stars,5 Stars,Office,1231,Sandgate Road,NUNDAH,QLD,4012,-27.40246973,153.0605975,BRISBANE CITY,5 Stars,2018-08-01 0:00:00,Energy,Base Building
N49091,5610,,5.5 Stars,5.5 Stars,Office,1231,Sandgate Road,NUNDAH,QLD,4012,-27.40246973,153.0605975,BRISBANE CITY,5.5 Stars,2018-08-01 0:00:00,Water,Base Building
N49096,5538,,4.5 Stars,4.5 Stars,Office,6,National Circuit,BARTON,ACT,2600,-35.30670647,149.1338455,,4.5 Stars,2018-07-25 0:00:00,Energy,Base Building
N49111,7490,,0 Star,0 Star,Office,1205,Hay Street,WEST PERTH,WA,6005,-31.94920708,115.8427273,CITY OF PERTH,0 Star,2018-09-11 0:00:00,Energy,Whole Building
N49116,4511,,1.5 Stars,1.5 Stars,Office,184,Adelaide Terrace,EAST PERTH,WA,6004,-31.95893,115.87066,CITY OF PERTH,1.5 Stars,2018-08-25 0:00:00,Water,Base Building
N49116,4511,,4.5 Stars,4.5 Stars,Office,184,Adelaide Terrace,EAST PERTH,WA,6004,-31.95893,115.87066,CITY OF PERTH,4.5 Stars,2018-08-25 0:00:00,Energy,Base Building
N49124,6242,,4.5 Stars,4.5 Stars,Office,111-115,Grafton Street,CAIRNS CITY,QLD,4870,-16.92272112,145.774072,CAIRNS REGIONAL,4.5 Stars,2018-10-19 0:00:00,Energy,Whole Building
N49127,7496,,0 Star,0 Star,Office,303,Rokeby Road,SUBIACO,WA,6008,-31.95355449,115.8236445,CITY OF SUBIACO,0 Star,2018-08-09 0:00:00,Energy,Base Building
N49127,7496,,3.5 Stars,3.5 Stars,Office,303,Rokeby Road,SUBIACO,WA,6008,-31.95355449,115.8236445,CITY OF SUBIACO,3.5 Stars,2018-08-09 0:00:00,Water,Base Building
N49153,1083,,3.5 Stars,3.5 Stars,Office,130,George Street,PARRAMATTA,NSW,2150,-33.81401945,151.0081991,PARRAMATTA CITY COUNCIL,3.5 Stars,2018-08-27 0:00:00,Water,Base Building
N49153,1083,,5 Stars,5 Stars,Office,130,George Street,PARRAMATTA,NSW,2150,-33.81401945,151.0081991,PARRAMATTA CITY COUNCIL,5 Stars,2018-08-27 0:00:00,Energy,Base Building
